uid;source;target;weight;timestamp
427;GET,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.vtk;GET,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;88;2013-12-13 10:21:30
428;GET,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;52;2013-12-13 10:21:31
429;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;PROPFIND,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;23;2013-12-13 10:21:31
430;PROPFIND,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;22;2013-12-13 10:21:31
431;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;PROPFIND,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;8;2013-10-08 18:46:19
432;PROPFIND,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;PROPFIND,/lobcder/dav;8;2013-10-08 18:46:38
433;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/abtest;29;2014-01-13 16:24:48
434;PROPFIND,/lobcder/dav/abtest;PROPFIND,/lobcder/dav;8;2014-01-13 15:43:14
489;PROPFIND,/lobcder/dav/dare/pocAS;OPTIONS,/lobcder/dav;5;2013-10-16 10:55:34
564;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/aneurysm;13;2013-12-12 15:14:18
565;PROPFIND,/lobcder/dav/aneurysm;PROPFIND,/lobcder/dav;12;2013-12-04 17:11:27
583;PROPFIND,/lobcder/dav/aneurist;DELETE,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;19;2013-12-12 15:16:41
584;DELETE,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;PROPFIND,/lobcder/dav/aneurist;25;2013-11-03 18:28:04
585;PROPFIND,/lobcder/dav/aneurist;DELETE,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;19;2013-11-03 18:28:12
586;DELETE,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;PROPFIND,/lobcder/dav/aneurist;24;2013-11-03 18:28:13
630;GET,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;PROPFIND,/lobcder/dav/aneurist;35;2013-11-03 18:33:11
631;PROPFIND,/lobcder/dav/aneurist;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;30;2013-12-12 15:22:19
632;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;27;2013-10-14 15:10:45
633;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;PROPFIND,/lobcder/dav;13;2013-12-02 15:30:50
644;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;PUT,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;53;2013-12-13 10:21:31
645;PUT,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;UNLOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;58;2013-12-13 10:21:31
647;PUT,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;UNLOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;41;2013-11-21 15:23:10
652;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;PROPFIND,/lobcder/dav/aneurist;8;2013-10-14 15:10:47
656;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/danstest;6;2013-11-03 13:38:51
657;PROPFIND,/lobcder/dav/danstest;PROPFIND,/lobcder/dav;7;2013-11-14 14:09:36
658;UNLOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;PROPFIND,/lobcder/dav/aneurist;16;2013-12-12 15:22:23
659;PROPFIND,/lobcder/dav/aneurist;PUT,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;5;2013-11-03 16:04:18
660;UNLOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;PROPFIND,/lobcder/dav/aneurist;12;2013-11-18 12:42:44
807;PROPFIND,/lobcder/dav/aneurist/416b0162-4dfe-430e-babc-f288bd65bf7d;PROPFIND,/lobcder/dav/aneurist/416b0162-4dfe-430e-babc-f288bd65bf7d;5;2013-10-07 17:26:13
854;GET,/lobcder/dav/dare/pocAS/t1.nii;PROPFIND,/lobcder/dav;15;2013-10-08 13:00:53
855;PROPFIND,/lobcder/dav/dare/pocAS;GET,/lobcder/dav/dare/pocAS/t1.nii;14;2013-10-08 13:00:49
856;GET,/lobcder/dav/dare/pocAS/t1.nii;PROPFIND,/lobcder/dav/dare/pocAS;11;2013-10-08 13:00:48
857;PROPFIND,/lobcder/dav/dare;GET,/lobcder/dav/dare/pocAS/t1.nii;7;2013-10-08 13:00:31
874;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/.Trash-1000;12;2013-10-15 23:41:39
877;PROPFIND,/lobcder/dav/danstest;PROPFIND,/lobcder/dav/dare;19;2014-01-16 13:16:04
881;PROPFIND,/lobcder/dav/DRS%20Rulesets;PROPFIND,/lobcder/dav/STH;6;2013-11-15 17:35:55
889;PROPFIND,/lobcder/dav/ARTreat;PROPFIND,/lobcder/dav/kstyrc;7;2013-11-15 17:35:54
891;PROPFIND,/lobcder/dav/aneurysm;PROPFIND,/lobcder/dav/aneurist;12;2013-12-12 15:14:22
917;PROPFIND,/lobcder/dav/Literature%20Mining%20Abstracts;PROPFIND,/lobcder/dav/mktest;9;2013-11-27 23:25:57
918;PROPFIND,/lobcder/dav/mktest;PROPFIND,/lobcder/dav/vtk;6;2013-11-08 16:30:52
919;PROPFIND,/lobcder/dav/vtk;PROPFIND,/lobcder/dav/mesh;10;2013-11-27 23:25:57
928;PROPFIND,/lobcder/dav/DRS%20Rulesets;PROPFIND,/lobcder/dav/deb_test;10;2013-11-27 23:25:56
929;PROPFIND,/lobcder/dav/deb_test;PROPFIND,/lobcder/dav/pn_test;9;2013-11-08 16:30:51
934;PROPFIND,/lobcder/dav/skoulouz;PROPFIND,/lobcder/dav/skoulouz/Documents;6;2013-11-08 16:30:37
938;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381163548.11.log;239;2013-10-07 23:55:15
939;LOCK,/lobcder/dav/dare/pocAS/hippo.1381163548.11.log;PROPFIND,/lobcder/dav;356;2013-10-07 23:55:45
947;PROPFIND,/lobcder/dav;GET,/lobcder/dav/dare/pocAS/t1.nii;7;2013-10-08 12:59:26
950;LOCK,/lobcder/dav/dare/pocAS/hippo.1381163548.11.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381163548.11.log;2334;2013-10-07 23:56:03
951;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381163548.11.log;194;2013-10-07 23:56:03
952;LOCK,/lobcder/dav/dare/pocAS/hippo.1381163548.11.log;PROPFIND,/lobcder/dav/dare/pocAS;188;2013-10-07 23:56:04
953;PROPFIND,/lobcder/dav;LOCK,/lobcder/dav/dare/pocAS/hippo.1381163548.11.log;222;2013-10-07 23:55:45
964;PROPFIND,/lobcder/dav/aneurist;PROPFIND,/lobcder/dav/aneurysm;32;2014-01-16 13:16:03
968;PROPFIND,/lobcder/dav/skoulouz;PROPFIND,/lobcder/dav/STH;10;2014-01-16 13:16:04
974;PROPFIND,/lobcder/dav/.Trash-1000;PROPFIND,/lobcder/dav/.Trash-1000/files;14;2013-10-16 10:22:58
976;LOCK,/lobcder/dav/dare/pocAS/hippo.1381163548.11.log;PROPFIND,/lobcder/dav/dare;109;2013-10-07 23:54:59
984;GET,/lobcder/dav/dare/pocAS/t1.nii;PROPFIND,/lobcder/dav/dare;5;2013-10-08 12:59:43
1051;PROPFIND,/lobcder/dav/abtest;PROPFIND,/lobcder/dav/abtest;5;2013-12-04 12:39:58
1052;PROPFIND,/lobcder/dav/abtest;PROPFIND,/lobcder/dav/aneurist;20;2014-01-16 13:16:03
1134;PROPFIND,/lobcder/dav;COPY,/lobcder/dav/file_10M;6;2013-10-08 12:33:05
1135;COPY,/lobcder/dav/file_10M;PROPFIND,/lobcder/dav;6;2013-10-08 12:33:33
1136;COPY,/lobcder/dav/file_10M;COPY,/lobcder/dav/file_10M;5;2013-10-08 12:33:22
1177;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;31;2013-10-08 13:00:14
1178;LOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;70;2013-10-08 13:00:42
1179;PUT,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;78;2013-10-08 13:00:45
1180;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;GET,/lobcder/dav/dare/pocAS/t1.nii;5;2013-10-08 13:00:20
1181;GET,/lobcder/dav/dare/pocAS/t1.nii;LOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;8;2013-10-08 13:00:31
1182;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;PROPFIND,/lobcder/dav/dare/pocAS;20;2013-10-08 13:00:53
1183;GET,/lobcder/dav/dare/pocAS/t1.nii;GET,/lobcder/dav/dare/pocAS/t1.nii;5;2013-10-08 13:00:53
1184;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;13;2013-10-08 13:00:53
1185;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;20;2013-10-08 13:00:42
1186;LOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;GET,/lobcder/dav/dare/pocAS/t1.nii;7;2013-10-08 13:00:45
1188;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;PROPFIND,/lobcder/dav;22;2013-10-08 13:00:14
1189;PROPFIND,/lobcder/dav;LOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;6;2013-10-08 12:59:48
1190;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;PROPFIND,/lobcder/dav/dare;6;2013-10-08 12:59:58
1191;GET,/lobcder/dav/dare/pocAS/t1.nii;PUT,/lobcder/dav/dare/pocAS/hippo.1381229590.96.log;6;2013-10-08 13:00:45
1212;COPY,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;PROPFIND,/lobcder/dav;6;2013-12-02 16:05:38
1224;PROPFIND,/lobcder/dav/skoulouz;OPTIONS,/lobcder/dav;6;2014-01-14 16:16:36
1226;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;40;2013-10-08 13:15:56
1227;LOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;102;2013-10-08 13:16:23
1228;PUT,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;117;2013-10-08 13:16:23
1230;GET,/lobcder/dav/dare/pocAS/ot1.nii;GET,/lobcder/dav/dare/pocAS/ot1.nii;10;2013-10-09 17:15:44
1232;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;PROPFIND,/lobcder/dav/dare/pocAS;25;2013-10-08 13:15:56
1233;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;32;2013-10-08 13:16:17
1234;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;30;2013-10-08 13:16:22
1235;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;PROPFIND,/lobcder/dav;37;2013-10-08 13:16:17
1236;PROPFIND,/lobcder/dav;LOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;12;2013-10-08 13:13:36
1239;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;PROPFIND,/lobcder/dav/dare;12;2013-10-08 13:13:10
1241;GET,/lobcder/dav/dare/pocAS/ot1.nii;PROPFIND,/lobcder/dav;24;2013-10-14 18:18:35
1246;PROPFIND,/lobcder/dav;GET,/lobcder/dav/dare/pocAS/ot1.nii;6;2013-10-11 17:38:25
1248;PROPFIND,/lobcder/dav/dare/pocAS;GET,/lobcder/dav/dare/pocAS/ot1.nii;26;2013-10-14 13:09:28
1249;LOCK,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;PROPFIND,/lobcder/dav/dare/pocAS;14;2013-10-08 13:16:17
1250;PROPFIND,/lobcder/dav/dare/pocAS;PUT,/lobcder/dav/dare/pocAS/hippo.1381230381.3.log;14;2013-10-08 13:16:17
1253;COPY,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;COPY,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.vtk;158;2014-01-15 14:35:29
1283;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;51;2013-10-08 13:39:04
1284;LOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;106;2013-10-08 13:39:10
1285;PUT,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;109;2013-10-08 13:39:10
1286;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;GET,/lobcder/dav/dare/pocAS/ot1.nii;6;2013-10-08 13:34:56
1287;GET,/lobcder/dav/dare/pocAS/ot1.nii;LOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;6;2013-10-08 13:35:42
1288;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;PROPFIND,/lobcder/dav/dare/pocAS;32;2013-10-08 13:39:17
1289;PROPFIND,/lobcder/dav/dare;GET,/lobcder/dav/dare/pocAS/ot1.nii;8;2013-10-09 17:16:53
1290;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;PROPFIND,/lobcder/dav;40;2013-10-08 13:39:09
1291;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;20;2013-10-08 13:38:59
1292;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;24;2013-10-08 13:38:49
1296;PROPFIND,/lobcder/dav;LOCK,/lobcder/dav/dare/pocAS/hippo.1381231744.92.log;7;2013-10-08 13:39:09
1301;GET,/lobcder/dav/dare/pocAS/ot1.nii;PROPFIND,/lobcder/dav/dare/pocAS;28;2013-10-14 13:04:34
1350;COPY,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.vtk;PROPFIND,/lobcder/dav;61;2014-01-15 14:22:01
1405;MKCOL,/lobcder/dav/666;MKCOL,/lobcder/dav/666;5;2013-10-08 15:03:02
1408;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;52;2013-10-08 15:02:45
1409;LOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;115;2013-10-08 15:02:50
1410;PUT,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;117;2013-10-08 15:02:50
1412;GET,/lobcder/dav/dare/pocAS/ot1.nii;LOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;5;2013-10-08 14:58:31
1413;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;PROPFIND,/lobcder/dav/dare/pocAS;28;2013-10-08 15:02:24
1421;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;22;2013-10-08 15:02:19
1422;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;29;2013-10-08 15:02:50
1423;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;PROPFIND,/lobcder/dav;37;2013-10-08 15:02:45
1424;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;MKCOL,/lobcder/dav/666;9;2013-10-08 15:02:54
1429;PROPFIND,/lobcder/dav;LOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;9;2013-10-08 15:02:29
1433;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381236767.52.log;PROPFIND,/lobcder/dav/dare;8;2013-10-08 15:02:34
1542;PROPFIND,/lobcder/dav/aneurist;GET,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;12;2013-12-12 15:20:42
1544;GET,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.vtk;PROPFIND,/lobcder/dav/aneurist;8;2013-11-18 10:43:05
1550;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;717;2013-10-08 22:23:40
1551;LOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;772;2013-10-08 22:24:02
1552;PUT,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;1035;2013-10-08 22:24:02
1554;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;PROPFIND,/lobcder/dav;946;2013-10-08 22:23:54
1555;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;266;2013-10-08 22:23:00
1556;LOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;PROPFIND,/lobcder/dav/dare/pocAS;265;2013-10-08 22:23:00
1557;PROPFIND,/lobcder/dav/dare/pocAS;PUT,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;264;2013-10-08 22:23:00
1572;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;OPTIONS,/lobcder/dav;17;2013-10-08 21:05:53
1573;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;PROPFIND,/lobcder/dav/aneurist;11;2013-10-08 18:46:17
1591;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381243796.28.log;52;2013-10-08 22:24:02
1594;GET,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;PROPFIND,/lobcder/dav;18;2013-12-12 15:20:56
1613;PUT,/lobcder/dav/dare/pocAS/ot1_r_NiftHippo.nii.gz;UNLOCK,/lobcder/dav/dare/pocAS/ot1_r_NiftHippo.nii.gz;5;2013-10-14 18:18:38
1635;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;583;2013-10-09 16:52:54
1636;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;735;2013-10-09 16:52:54
1637;PUT,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;698;2013-10-09 16:52:54
1639;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;PROPFIND,/lobcder/dav;672;2013-10-09 16:53:09
1641;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;166;2013-10-09 16:49:50
1642;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;PROPFIND,/lobcder/dav/deb_test;5;2013-10-09 14:56:06
1643;PUT,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;45;2013-10-09 16:51:53
1644;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;PROPFIND,/lobcder/dav/dare/pocAS;44;2013-10-09 16:45:25
1645;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;OPTIONS,/lobcder/dav;10;2013-10-09 15:52:30
1646;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;PROPFIND,/lobcder/dav;23;2013-10-09 16:48:28
1647;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;8;2013-10-09 16:29:49
1657;PROPFIND,/lobcder/dav/dare/pocAS;PUT,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;9;2013-10-09 16:39:19
1658;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381314718.28.log;6;2013-10-09 16:00:40
1682;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381330974.92.log;5;2013-10-09 17:05:56
1683;LOCK,/lobcder/dav/dare/pocAS/hippo.1381330974.92.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381330974.92.log;9;2013-10-09 17:05:56
1684;PUT,/lobcder/dav/dare/pocAS/hippo.1381330974.92.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381330974.92.log;9;2013-10-09 17:05:56
1687;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381330974.92.log;PROPFIND,/lobcder/dav;7;2013-10-09 17:07:09
1693;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;259;2013-10-09 22:18:28
1694;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;231;2013-10-09 22:17:47
1695;PUT,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;907;2013-10-09 22:19:50
1696;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;GET,/lobcder/dav/dare/pocAS/ot1.nii;8;2013-10-09 22:19:59
1697;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;GET,/lobcder/dav/dare/pocAS/ot1.nii;6;2013-10-09 17:15:52
1698;PROPFIND,/lobcder/dav/dare/pocAS;PUT,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;8;2013-10-09 18:08:51
1699;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;PROPFIND,/lobcder/dav;863;2013-10-09 22:19:50
1701;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;85;2013-10-09 22:17:47
1702;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;PROPFIND,/lobcder/dav/dare/pocAS;11;2013-10-09 20:55:35
1704;PUT,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;20;2013-10-09 20:55:35
1710;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;7;2013-10-09 18:12:35
1711;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;490;2013-10-09 23:14:51
1712;PUT,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;881;2013-10-09 23:14:51
1714;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;PROPFIND,/lobcder/dav;193;2013-10-09 23:14:50
1715;PUT,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;10;2013-10-09 21:54:14
1716;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;205;2013-10-09 22:18:28
1717;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;674;2013-10-09 22:19:50
1718;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;630;2013-10-09 23:14:51
1719;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;492;2013-10-09 22:19:50
1720;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;491;2013-10-09 22:19:50
1721;PUT,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;46;2013-10-09 23:06:42
1722;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;22;2013-10-09 21:51:50
1723;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;112;2013-10-09 23:13:09
1724;PUT,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;77;2013-10-09 22:14:23
1727;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;6;2013-10-09 22:18:08
1728;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381331251.82.log;21;2013-10-09 21:51:50
1729;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;PROPFIND,/lobcder/dav/dare/pocAS;15;2013-10-09 23:12:08
1731;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;7;2013-10-09 23:05:20
1732;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381335034.62.log;6;2013-10-09 23:07:23
1734;PROPFIND,/lobcder/dav/skoulouz;PROPFIND,/lobcder/dav/skoulouz;29;2014-01-14 19:17:04
1740;PROPFIND,/lobcder/dav/STH/STHAneuristImages;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97682511838150.5476581463;21;2013-12-16 11:40:27
1741;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97682511838150.5476581463;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97682511838150.5476581463/1.4.0.8.3.140742.2580222981.97682511838150.5476583463.1;21;2013-12-16 11:40:28
